Product Category,Gender,Marital Status,City,State or Province,Country,Purchase Date,Annual Income,Count of State or Province,Sum of Units Sold,Sum of Customer ID,Sum of Transactionno
,,,,Zacatecas Total,,,,2,6,7858,18060
,,,Hidalgo Total,,,,,2,6,7858,18060
,,,Los Angeles,CA,USA,26/05/2012,$50K - $70K,1,4,9814,1864
,,,,,,26/05/2012 Total,,1,4,9814,1864
,,,,,USA Total,,,1,4,9814,1864
,,,,CA Total,,,,1,4,9814,1864
,,,Los Angeles Total,,,,,1,4,9814,1864
,,,Merida,Yucatan,Mexico,26/09/2013,$10K - $30K,1,5,8204,11964
,,,,,,26/09/2013 Total,,1,5,8204,11964
,,,,,,17/10/2013,$10K - $30K,1,5,6440,12521
,,,,,,17/10/2013 Total,,1,5,6440,12521
,,,,,,10/12/2013,$50K - $70K,1,6,498,13895
,,,,,,10/12/2013 Total,,1,6,498,13895
,,,,,Mexico Total,,,3,16,15142,38380
,,,,Yucatan Total,,,,3,16,15142,38380
,,,Merida Total,,,,,3,16,15142,38380
,,,Mexico City,DF,Mexico,01/02/2013,$50K - $70K,1,4,2838,5513
,,,,,,01/02/2013 Total,,1,4,2838,5513
,,,,,Mexico Total,,,1,4,2838,5513
,,,,DF Total,,,,1,4,2838,5513
,,,Mexico City Total,,,,,1,4,2838,5513
,,,Orizaba,Veracruz,Mexico,09/01/2013,$30K - $50K,1,4,2229,4929
,,,,,,09/01/2013 Total,,1,4,2229,4929
,,,,,,21/07/2013,$30K - $50K,1,4,8203,10182
,,,,,,21/07/2013 Total,,1,4,8203,10182
,,,,,,22/10/2013,$30K - $50K,1,4,8203,12654
,,,,,,22/10/2013 Total,,1,4,8203,12654
,,,,,,23/10/2013,$30K - $50K,1,5,1325,12702
,,,,,,23/10/2013 Total,,1,5,1325,12702
,,,,,Mexico Total,,,4,17,19960,40467
,,,,Veracruz Total,,,,4,17,19960,40467
,,,Orizaba Total,,,,,4,17,19960,40467
,,,Portland,OR,USA,30/04/2013,$30K - $50K,1,4,4295,7917
,,,,,,30/04/2013 Total,,1,4,4295,7917
,,,,,,16/05/2013,$50K - $70K,1,6,8897,8344
,,,,,,16/05/2013 Total,,1,6,8897,8344
,,,,,,11/08/2013,$10K - $30K,1,3,1432,10727
,,,,,,11/08/2013 Total,,1,3,1432,10727
,,,,,,02/10/2013,$30K - $50K,1,3,4467,12115
,,,,,,02/10/2013 Total,,1,3,4467,12115
,,,,,USA Total,,,4,16,19091,39103
,,,,OR Total,,,,4,16,19091,39103
,,,Portland Total,,,,,4,16,19091,39103
,,,Salem,OR,USA,15/01/2012,$30K - $50K,1,5,3938,123
,,,,,,15/01/2012 Total,,1,5,3938,123
,,,,,,09/07/2012,$30K - $50K,1,6,819,2381
,,,,,,09/07/2012 Total,,1,6,819,2381
,,,,,,07/09/2012,$50K - $70K,1,5,4503,3120
,,,,,,07/09/2012 Total,,1,5,4503,3120
,,,,,,28/12/2012,$10K - $30K,1,6,7355,4647
,,,,,,28/12/2012 Total,,1,6,7355,4647
,,,,,,13/07/2013,$10K - $30K,1,3,7455,9944
,,,,,,13/07/2013 Total,,1,3,7455,9944
,,,,,USA Total,,,5,25,24070,20215
,,,,OR Total,,,,5,25,24070,20215
,,,Salem Total,,,,,5,25,24070,20215
,,,San Andres,DF,Mexico,14/08/2013,$70K - $90K,1,5,450,10819
,,,,,,14/08/2013 Total,,1,5,450,10819
,,,,,,21/08/2013,$30K - $50K,1,3,9993,10985
,,,,,,21/08/2013 Total,,1,3,9993,10985
,,,,,Mexico Total,,,2,8,10443,21804
,,,,DF Total,,,,2,8,10443,21804
,,,San Andres Total,,,,,2,8,10443,21804
,,,San Diego,CA,USA,27/11/2012,$110K - $130K,1,2,5631,4141
,,,,,,27/11/2012 Total,,1,2,5631,4141
,,,,,,17/12/2012,$50K - $70K,1,3,8230,4455
,,,,,,17/12/2012 Total,,1,3,8230,4455
,,,,,,15/01/2013,$50K - $70K,1,5,820,5081
,,,,,,15/01/2013 Total,,1,5,820,5081
,,,,,,31/08/2013,$50K - $70K,1,3,7140,11251
,,,,,,31/08/2013 Total,,1,3,7140,11251
,,,,,USA Total,,,4,13,21821,24928
,,,,CA Total,,,,4,13,21821,24928
,,,San Diego Total,,,,,4,13,21821,24928
,,,Seattle,WA,USA,24/04/2012,$50K - $70K,1,3,8407,1443
,,,,,,24/04/2012 Total,,1,3,8407,1443
,,,,,,19/01/2013,$10K - $30K,1,4,5335,5181
,,,,,,19/01/2013 Total,,1,4,5335,5181
,,,,,,02/07/2013,$30K - $50K,1,4,3855,9623
,,,,,,02/07/2013 Total,,1,4,3855,9623
,,,,,USA Total,,,3,11,17597,16247
,,,,WA Total,,,,3,11,17597,16247
,,,Seattle Total,,,,,3,11,17597,16247
,,,Spokane,WA,USA,16/08/2012,$130K - $150K,1,6,4767,2856
,,,,,,16/08/2012 Total,,1,6,4767,2856
,,,,,,23/11/2012,$50K - $70K,1,5,1415,4077
,,,,,,23/11/2012 Total,,1,5,1415,4077
,,,,,,24/01/2013,$30K - $50K,1,4,7702,5292
,,,,,,24/01/2013 Total,,1,4,7702,5292
,,,,,USA Total,,,3,15,13884,12225
,,,,WA Total,,,,3,15,13884,12225
,,,Spokane Total,,,,,3,15,13884,12225
,,,Tacoma,WA,USA,10/05/2012,$10K - $30K,1,2,4564,1666
,,,,,,10/05/2012 Total,,1,2,4564,1666
,,,,,,29/07/2012,$130K - $150K,1,5,1328,2636
,,,,,,29/07/2012 Total,,1,5,1328,2636
,,,,,,19/01/2013,$30K - $50K,1,5,4892,5160
,,,,,,19/01/2013 Total,,1,5,4892,5160
,,,,,,09/03/2013,$130K - $150K,1,5,5984,6527
,,,,,,09/03/2013 Total,,1,5,5984,6527
,,,,,,30/10/2013,$50K - $70K,1,3,3497,12880
,,,,,,30/10/2013 Total,,1,3,3497,12880
,,,,,,06/11/2013,$30K - $50K,1,5,4497,13109
,,,,,,06/11/2013 Total,,1,5,4497,13109
,,,,,USA Total,,,6,25,24762,41978
,,,,WA Total,,,,6,25,24762,41978
,,,Tacoma Total,,,,,6,25,24762,41978
,,,Vancouver,BC,Canada,13/05/2013,$30K - $50K,1,3,7097,8282
,,,,,,13/05/2013 Total,,1,3,7097,8282
,,,,,Canada Total,,,1,3,7097,8282
,,,,BC Total,,,,1,3,7097,8282
,,,Vancouver Total,,,,,1,3,7097,8282
,,,Victoria,BC,Canada,22/06/2013,$90K - $110K,1,3,5976,9366
,,,,,,22/06/2013 Total,,1,3,5976,9366
,,,,,Canada Total,,,1,3,5976,9366
,,,,BC Total,,,,1,3,5976,9366
,,,Victoria Total,,,,,1,3,5976,9366
,,,Walla Walla,WA,USA,30/12/2012,$30K - $50K,1,1,6684,4702
,,,,,,30/12/2012 Total,,1,1,6684,4702
,,,,,USA Total,,,1,1,6684,4702
,,,,WA Total,,,,1,1,6684,4702
,,,Walla Walla Total,,,,,1,1,6684,4702
,,,Yakima,WA,USA,16/07/2012,$10K - $30K,1,4,463,2468
,,,,,,16/07/2012 Total,,1,4,463,2468
,,,,,,10/12/2012,$50K - $70K,1,5,1197,4337
,,,,,,10/12/2012 Total,,1,5,1197,4337
,,,,,USA Total,,,2,9,1660,6805
,,,,WA Total,,,,2,9,1660,6805
,,,Yakima Total,,,,,2,9,1660,6805
,,S Total,,,,,,55,222,263492,395216
,M Total,,,,,,,102,403,546891,681784
Kitchen Products Total,,,,,,,,217,865,1113678,1452654
Magazines,F,M,Beverly Hills,CA,USA,31/05/2013,$30K - $50K,1,3,1052,8758
,,,,,,31/05/2013 Total,,1,3,1052,8758
,,,,,,27/11/2013,$130K - $150K,1,3,137,13658
,,,,,,27/11/2013 Total,,1,3,137,13658
,,,,,USA Total,,,2,6,1189,22416
,,,,CA Total,,,,2,6,1189,22416
,,,Beverly Hills Total,,,,,2,6,1189,22416
,,,Bremerton,WA,USA,06/10/2012,$10K - $30K,1,4,7354,3483
,,,,,,06/10/2012 Total,,1,4,7354,3483
,,,,,,05/06/2013,$50K - $70K,1,3,6107,8907
,,,,,,05/06/2013 Total,,1,3,6107,8907
,,,,,USA Total,,,2,7,13461,12390
,,,,WA Total,,,,2,7,13461,12390
,,,Bremerton Total,,,,,2,7,13461,12390
,,,Camacho,Zacatecas,Mexico,26/12/2012,$110K - $130K,1,4,2175,4612
,,,,,,26/12/2012 Total,,1,4,2175,4612
,,,,,,05/03/2013,$130K - $150K,1,5,3714,6437
,,,,,,05/03/2013 Total,,1,5,3714,6437
,,,,,,02/07/2013,$30K - $50K,1,3,1038,9632
,,,,,,02/07/2013 Total,,1,3,1038,9632
,,,,,,25/07/2013,$30K - $50K,1,6,4355,10269
,,,,,,25/07/2013 Total,,1,6,4355,10269
,,,,,Mexico Total,,,4,18,11282,30950
,,,,Zacatecas Total,,,,4,18,11282,30950
,,,Camacho Total,,,,,4,18,11282,30950
,,,Hidalgo,Zacatecas,Mexico,08/01/2013,$50K - $70K,1,4,4579,4910
,,,,,,08/01/2013 Total,,1,4,4579,4910
,,,,,,02/02/2013,$110K - $130K,1,7,3808,5552
,,,,,,02/02/2013 Total,,1,7,3808,5552
,,,,,,11/03/2013,$50K - $70K,1,5,6227,6586
,,,,,,,$70K - $90K,1,4,7977,6583
,,,,,,11/03/2013 Total,,2,9,14204,13169
,,,,,,01/05/2013,$110K - $130K,1,5,7063,7932
,,,,,,01/05/2013 Total,,1,5,7063,7932
,,,,,,06/05/2013,$10K - $30K,1,5,2310,8084
,,,,,,06/05/2013 Total,,1,5,2310,8084
,,,,,,20/06/2013,$50K - $70K,1,3,789,9309
,,,,,,20/06/2013 Total,,1,3,789,9309
,,,,,,17/07/2013,$70K - $90K,1,6,6652,10061
,,,,,,17/07/2013 Total,,1,6,6652,10061
,,,,,Mexico Total,,,8,39,39405,59017
,,,,Zacatecas Total,,,,8,39,39405,59017
,,,Hidalgo Total,,,,,8,39,39405,59017
,,,Los Angeles,CA,USA,28/04/2012,$90K - $110K,1,4,2821,1506
,,,,,,28/04/2012 Total,,1,4,2821,1506
,,,,,,11/09/2012,$110K - $130K,1,5,1175,3169
,,,,,,11/09/2012 Total,,1,5,1175,3169
,,,,,,29/09/2013,$10K - $30K,1,5,955,12051
,,,,,,29/09/2013 Total,,1,5,955,12051
,,,,,USA Total,,,3,14,4951,16726
,,,,CA Total,,,,3,14,4951,16726
,,,Los Angeles Total,,,,,3,14,4951,16726
,,,Merida,Yucatan,Mexico,09/01/2013,$130K - $150K,1,3,5559,4939
,,,,,,09/01/2013 Total,,1,3,5559,4939
,,,,,,04/03/2013,$70K - $90K,1,4,9625,6410
,,,,,,04/03/2013 Total,,1,4,9625,6410
,,,,,,22/07/2013,$50K - $70K,1,3,4655,10208
,,,,,,22/07/2013 Total,,1,3,4655,10208
,,,,,,08/08/2013,$30K - $50K,1,3,9249,10631
,,,,,,08/08/2013 Total,,1,3,9249,10631
,,,,,Mexico Total,,,4,13,29088,32188
,,,,Yucatan Total,,,,4,13,29088,32188
,,,Merida Total,,,,,4,13,29088,32188
,,,Orizaba,Veracruz,Mexico,02/03/2013,$50K - $70K,1,3,1265,6358
,,,,,,02/03/2013 Total,,1,3,1265,6358
,,,,,,07/05/2013,$50K - $70K,1,3,1265,8113
,,,,,,07/05/2013 Total,,1,3,1265,8113
,,,,,,26/06/2013,$10K - $30K,1,4,534,9461
,,,,,,26/06/2013 Total,,1,4,534,9461
,,,,,,01/08/2013,$10K - $30K,1,6,8388,10434
,,,,,,01/08/2013 Total,,1,6,8388,10434
,,,,,Mexico Total,,,4,16,11452,34366
,,,,Veracruz Total,,,,4,16,11452,34366
,,,Orizaba Total,,,,,4,16,11452,34366
,,,Portland,OR,USA,02/06/2012,$50K - $70K,1,3,2846,1961
,,,,,,02/06/2012 Total,,1,3,2846,1961
,,,,,,18/07/2012,$130K - $150K,1,2,5702,2503
,,,,,,18/07/2012 Total,,1,2,5702,2503
,,,,,,10/08/2012,$70K - $90K,1,4,9638,2789
,,,,,,10/08/2012 Total,,1,4,9638,2789
,,,,,,14/02/2013,$30K - $50K,1,3,8134,5880
,,,,,,14/02/2013 Total,,1,3,8134,5880
,,,,,USA Total,,,4,12,26320,13133
,,,,OR Total,,,,4,12,26320,13133
,,,Portland Total,,,,,4,12,26320,13133
,,,Salem,OR,USA,20/06/2012,$30K - $50K,1,3,8140,2160
,,,,,,20/06/2012 Total,,1,3,8140,2160
,,,,,,25/08/2012,$50K - $70K,1,5,4507,2963
,,,,,,25/08/2012 Total,,1,5,4507,2963
,,,,,,05/11/2012,$10K - $30K,1,5,3490,3848
,,,,,,05/11/2012 Total,,1,5,3490,3848
,,,,,,20/09/2013,$50K - $70K,1,5,7132,11773
,,,,,,20/09/2013 Total,,1,5,7132,11773
,,,,,USA Total,,,4,18,23269,20744
,,,,OR Total,,,,4,18,23269,20744
,,,Salem Total,,,,,4,18,23269,20744
,,,San Andres,DF,Mexico,30/12/2012,$110K - $130K,1,5,5381,4700
,,,,,,30/12/2012 Total,,1,5,5381,4700
,,,,,Mexico Total,,,1,5,5381,4700
,,,,DF Total,,,,1,5,5381,4700
,,,San Andres Total,,,,,1,5,5381,4700
,,,San Diego,CA,USA,22/07/2012,$130K - $150K,1,5,8196,2552
,,,,,,22/07/2012 Total,,1,5,8196,2552
,,,,,,18/09/2012,$30K - $50K,1,4,6800,3258
,,,,,,18/09/2012 Total,,1,4,6800,3258
,,,,,,06/11/2012,$10K - $30K,1,4,5368,3861
,,,,,,06/11/2012 Total,,1,4,5368,3861
,,,,,USA Total,,,3,13,20364,9671
,,,,CA Total,,,,3,13,20364,9671
,,,San Diego Total,,,,,3,13,20364,9671
,,,Seattle,WA,USA,29/11/2012,$30K - $50K,1,3,745,4174
,,,,,,29/11/2012 Total,,1,3,745,4174
,,,,,,22/05/2013,$150K +,1,4,8165,8509
,,,,,,22/05/2013 Total,,1,4,8165,8509
,,,,,,27/10/2013,$70K - $90K,1,2,988,12811
,,,,,,27/10/2013 Total,,1,2,988,12811
,,,,,,01/11/2013,$10K - $30K,1,5,2813,12975
,,,,,,01/11/2013 Total,,1,5,2813,12975
,,,,,USA Total,,,4,14,12711,38469
,,,,WA Total,,,,4,14,12711,38469
,,,Seattle Total,,,,,4,14,12711,38469
,,,Spokane,WA,USA,10/04/2012,$10K - $30K,1,4,6912,1234
,,,,,,10/04/2012 Total,,1,4,6912,1234
,,,,,,04/05/2012,$10K - $30K,1,3,511,1572
,,,,,,04/05/2012 Total,,1,3,511,1572
,,,,,,02/06/2012,$50K - $70K,1,4,192,1956
,,,,,,02/06/2012 Total,,1,4,192,1956
,,,,,,12/08/2012,$30K - $50K,1,4,9263,2803
,,,,,,12/08/2012 Total,,1,4,9263,2803
,,,,,,22/08/2013,$30K - $50K,1,4,7234,11009
,,,,,,22/08/2013 Total,,1,4,7234,11009
,,,,,USA Total,,,5,19,24112,18574
,,,,WA Total,,,,5,19,24112,18574
,,,Spokane Total,,,,,5,19,24112,18574
,,,Tacoma,WA,USA,12/02/2012,$90K - $110K,1,5,6001,443
,,,,,,12/02/2012 Total,,1,5,6001,443
,,,,,,25/03/2012,$30K - $50K,1,3,8074,1003
,,,,,,25/03/2012 Total,,1,3,8074,1003
,,,,,,10/05/2012,$110K - $130K,1,2,5644,1663
,,,,,,10/05/2012 Total,,1,2,5644,1663
,,,,,,28/12/2012,$50K - $70K,1,5,930,4658
,,,,,,28/12/2012 Total,,1,5,930,4658
,,,,,,29/06/2013,$10K - $30K,1,5,5341,9534
,,,,,,29/06/2013 Total,,1,5,5341,9534
,,,,,,20/07/2013,$50K - $70K,1,5,5962,10164
,,,,,,20/07/2013 Total,,1,5,5962,10164
,,,,,,04/09/2013,$50K - $70K,1,4,7607,11335
,,,,,,04/09/2013 Total,,1,4,7607,11335
,,,,,,11/10/2013,$10K - $30K,1,3,5341,12357
,,,,,,11/10/2013 Total,,1,3,5341,12357
,,,,,USA Total,,,8,32,44900,51157
,,,,WA Total,,,,8,32,44900,51157
,,,Tacoma Total,,,,,8,32,44900,51157
,,,Victoria,BC,Canada,13/06/2013,$10K - $30K,1,5,10241,9115
,,,,,,13/06/2013 Total,,1,5,10241,9115
,,,,,Canada Total,,,1,5,10241,9115
,,,,BC Total,,,,1,5,10241,9115
,,,Victoria Total,,,,,1,5,10241,9115
,,,Walla Walla,WA,USA,14/06/2012,$10K - $30K,1,2,3549,2086
,,,,,,14/06/2012 Total,,1,2,3549,2086
,,,,,USA Total,,,1,2,3549,2086
,,,,WA Total,,,,1,2,3549,2086
,,,Walla Walla Total,,,,,1,2,3549,2086
,,M Total,,,,,,58,233,281675,375702
,,S,Acapulco,Guerrero,Mexico,07/04/2013,$70K - $90K,1,4,3747,7276
,,,,,,07/04/2013 Total,,1,4,3747,7276
,,,,,,26/05/2013,$30K - $50K,1,5,5406,8622
,,,,,,26/05/2013 Total,,1,5,5406,8622
,,,,,Mexico Total,,,2,9,9153,15898
,,,,Guerrero Total,,,,2,9,9153,15898
,,,Acapulco Total,,,,,2,9,9153,15898
,,,Beverly Hills,CA,USA,22/09/2012,$30K - $50K,1,3,4510,3298
,,,,,,22/09/2012 Total,,1,3,4510,3298
,,,,,,24/12/2012,$30K - $50K,1,4,9622,4568
,,,,,,24/12/2012 Total,,1,4,9622,4568
,,,,,,20/11/2013,$10K - $30K,1,4,1051,13475
,,,,,,20/11/2013 Total,,1,4,1051,13475
,,,,,USA Total,,,3,11,15183,21341
,,,,CA Total,,,,3,11,15183,21341
,,,Beverly Hills Total,,,,,3,11,15183,21341
,,,Bremerton,WA,USA,21/02/2012,$30K - $50K,1,5,10033,540
,,,,,,21/02/2012 Total,,1,5,10033,540
,,,,,,06/07/2012,$70K - $90K,1,4,8202,2345
,,,,,,06/07/2012 Total,,1,4,8202,2345
,,,,,,29/01/2013,$90K - $110K,1,5,753,5414
,,,,,,29/01/2013 Total,,1,5,753,5414
,,,,,,22/06/2013,$30K - $50K,1,4,6291,9380
,,,,,,22/06/2013 Total,,1,4,6291,9380
,,,,,USA Total,,,4,18,25279,17679
,,,,WA Total,,,,4,18,25279,17679
,,,Bremerton Total,,,,,4,18,25279,17679
,,,Camacho,Zacatecas,Mexico,14/02/2013,$110K - $130K,1,5,286,5869
,,,,,,14/02/2013 Total,,1,5,286,5869
,,,,,,07/08/2013,$50K - $70K,1,3,838,10615
,,,,,,07/08/2013 Total,,1,3,838,10615
,,,,,,04/12/2013,$130K - $150K,1,4,4374,13812
,,,,,,04/12/2013 Total,,1,4,4374,13812
,,,,,Mexico Total,,,3,12,5498,30296
,,,,Zacatecas Total,,,,3,12,5498,30296
,,,Camacho Total,,,,,3,12,5498,30296
,,,Guadalajara,Jalisco,Mexico,19/02/2013,$10K - $30K,1,3,4981,6040
,,,,,,19/02/2013 Total,,1,3,4981,6040
,,,,,Mexico Total,,,1,3,4981,6040
,,,,Jalisco Total,,,,1,3,4981,6040
,,,Guadalajara Total,,,,,1,3,4981,6040
,,,Hidalgo,Zacatecas,Mexico,02/01/2013,$50K - $70K,1,4,4914,4768
,,,,,,02/01/2013 Total,,1,4,4914,4768
,,,,,,10/01/2013,$30K - $50K,1,5,8697,4960
,,,,,,10/01/2013 Total,,1,5,8697,4960
,,,,,,20/07/2013,$10K - $30K,1,4,3858,10159
,,,,,,20/07/2013 Total,,1,4,3858,10159
,,,,,,20/09/2013,$30K - $50K,1,3,272,11775
,,,,,,20/09/2013 Total,,1,3,272,11775
,,,,,Mexico Total,,,4,16,17741,31662
,,,,Zacatecas Total,,,,4,16,17741,31662
,,,Hidalgo Total,,,,,4,16,17741,31662
,,,Los Angeles,CA,USA,12/09/2012,$10K - $30K,1,3,1091,3181
,,,,,,12/09/2012 Total,,1,3,1091,3181
,,,,,,27/12/2012,$10K - $30K,1,4,5280,4627
,,,,,,27/12/2012 Total,,1,4,5280,4627
,,,,,,30/06/2013,$30K - $50K,1,5,8658,9586
,,,,,,30/06/2013 Total,,1,5,8658,9586
,,,,,,15/09/2013,$10K - $30K,1,6,7660,11639
,,,,,,15/09/2013 Total,,1,6,7660,11639
,,,,,USA Total,,,4,18,22689,29033
,,,,CA Total,,,,4,18,22689,29033
,,,Los Angeles Total,,,,,4,18,22689,29033
,,,Merida,Yucatan,Mexico,14/11/2013,$90K - $110K,1,5,1050,13327
,,,,,,14/11/2013 Total,,1,5,1050,13327
,,,,,Mexico Total,,,1,5,1050,13327
,,,,Yucatan Total,,,,1,5,1050,13327
,,,Merida Total,,,,,1,5,1050,13327
,,,Orizaba,Veracruz,Mexico,08/02/2013,$30K - $50K,1,4,8077,5726
,,,,,,08/02/2013 Total,,1,4,8077,5726
,,,,,,20/05/2013,$90K - $110K,1,2,6812,8454
,,,,,,20/05/2013 Total,,1,2,6812,8454
,,,,,Mexico Total,,,2,6,14889,14180
,,,,Veracruz Total,,,,2,6,14889,14180
,,,Orizaba Total,,,,,2,6,14889,14180
,,,Salem,OR,USA,14/04/2012,$10K - $30K,1,5,6003,1293
,,,,,,14/04/2012 Total,,1,5,6003,1293
,,,,,,01/09/2012,$30K - $50K,1,5,4938,3047
,,,,,,01/09/2012 Total,,1,5,4938,3047
,,,,,,11/02/2013,$50K - $70K,1,4,2398,5810
,,,,,,11/02/2013 Total,,1,4,2398,5810
,,,,,,01/08/2013,$10K - $30K,1,5,1682,10433
,,,,,,01/08/2013 Total,,1,5,1682,10433
,,,,,USA Total,,,4,19,15021,20583
,,,,OR Total,,,,4,19,15021,20583
,,,Salem Total,,,,,4,19,15021,20583
,,,San Diego,CA,USA,02/11/2012,$30K - $50K,1,4,7501,3799
,,,,,,02/11/2012 Total,,1,4,7501,3799
,,,,,,11/09/2013,$30K - $50K,1,3,164,11536
,,,,,,11/09/2013 Total,,1,3,164,11536
,,,,,USA Total,,,2,7,7665,15335
,,,,CA Total,,,,2,7,7665,15335
,,,San Diego Total,,,,,2,7,7665,15335
,,,Spokane,WA,USA,04/04/2013,$30K - $50K,1,3,6957,7218
,,,,,,04/04/2013 Total,,1,3,6957,7218
,,,,,USA Total,,,1,3,6957,7218
,,,,WA Total,,,,1,3,6957,7218
,,,Spokane Total,,,,,1,3,6957,7218
,,,Tacoma,WA,USA,13/04/2012,$10K - $30K,1,5,6589,1274
,,,,,,13/04/2012 Total,,1,5,6589,1274
,,,,,,15/09/2012,$10K - $30K,1,2,9469,3210
,,,,,,15/09/2012 Total,,1,2,9469,3210
,,,,,,02/11/2012,$30K - $50K,1,4,817,3790
,,,,,,02/11/2012 Total,,1,4,817,3790
,,,,,,28/12/2012,$30K - $50K,1,5,5501,4642
,,,,,,28/12/2012 Total,,1,5,5501,4642
,,,,,,30/05/2013,$70K - $90K,1,6,2244,8750
,,,,,,30/05/2013 Total,,1,6,2244,8750
,,,,,,07/08/2013,$10K - $30K,1,3,617,10612
,,,,,,07/08/2013 Total,,1,3,617,10612
,,,,,USA Total,,,6,25,25237,32278
,,,,WA Total,,,,6,25,25237,32278
,,,Tacoma Total,,,,,6,25,25237,32278
,,,Vancouver,BC,Canada,28/04/2013,$10K - $30K,1,4,3904,7853
,,,,,,28/04/2013 Total,,1,4,3904,7853
,,,,,,09/06/2013,$50K - $70K,1,5,2354,9015
,,,,,,09/06/2013 Total,,1,5,2354,9015
,,,,,Canada Total,,,2,9,6258,16868
,,,,BC Total,,,,2,9,6258,16868
,,,Vancouver Total,,,,,2,9,6258,16868
,,,Victoria,BC,Canada,05/04/2013,$110K - $130K,1,3,6305,7237
,,,,,,05/04/2013 Total,,1,3,6305,7237
,,,,,Canada Total,,,1,3,6305,7237
,,,,BC Total,,,,1,3,6305,7237
,,,Victoria Total,,,,,1,3,6305,7237
,,,Walla Walla,WA,USA,14/04/2012,$10K - $30K,1,1,1115,1306
,,,,,,14/04/2012 Total,,1,1,1115,1306
,,,,,USA Total,,,1,1,1115,1306
,,,,WA Total,,,,1,1,1115,1306
,,,Walla Walla Total,,,,,1,1,1115,1306
,,,Yakima,WA,USA,10/09/2012,$10K - $30K,1,4,3719,3146
,,,,,,10/09/2012 Total,,1,4,3719,3146
,,,,,,11/04/2013,$30K - $50K,1,4,8945,7409
,,,,,,11/04/2013 Total,,1,4,8945,7409
,,,,,,28/09/2013,$50K - $70K,1,4,1449,12027
,,,,,,28/09/2013 Total,,1,4,1449,12027
,,,,,USA Total,,,3,12,14113,22582
,,,,WA Total,,,,3,12,14113,22582
,,,Yakima Total,,,,,3,12,14113,22582
,,S Total,,,,,,44,177,199134,302863
,F Total,,,,,,,102,410,480809,678565
,M,M,Bellingham,WA,USA,05/12/2012,$30K - $50K,1,3,2759,4260
,,,,,,05/12/2012 Total,,1,3,2759,4260
,,,,,USA Total,,,1,3,2759,4260
,,,,WA Total,,,,1,3,2759,4260
,,,Bellingham Total,,,,,1,3,2759,4260
,,,Beverly Hills,CA,USA,29/12/2011,$50K - $70K,1,4,1906,21
,,,,,,29/12/2011 Total,,1,4,1906,21
,,,,,,07/02/2013,$30K - $50K,1,6,5435,5684
,,,,,,07/02/2013 Total,,1,6,5435,5684
,,,,,,15/08/2013,$110K - $130K,1,3,9479,10826
,,,,,,15/08/2013 Total,,1,3,9479,10826
,,,,,,01/10/2013,$30K - $50K,1,3,8709,12090
,,,,,,01/10/2013 Total,,1,3,8709,12090
,,,,,USA Total,,,4,16,25529,28621
,,,,CA Total,,,,4,16,25529,28621
,,,Beverly Hills Total,,,,,4,16,25529,28621
,,,Bremerton,WA,USA,01/08/2012,$30K - $50K,1,5,7849,2673
,,,,,,01/08/2012 Total,,1,5,7849,2673
,,,,,,25/03/2013,$90K - $110K,1,3,2678,6918
,,,,,,25/03/2013 Total,,1,3,2678,6918
,,,,,,12/09/2013,$70K - $90K,1,4,3878,11571
,,,,,,12/09/2013 Total,,1,4,3878,11571
,,,,,,28/11/2013,$10K - $30K,1,5,1451,13677
,,,,,,28/11/2013 Total,,1,5,1451,13677
,,,,,USA Total,,,4,17,15856,34839
,,,,WA Total,,,,4,17,15856,34839
,,,Bremerton Total,,,,,4,17,15856,34839
,,,Hidalgo,Zacatecas,Mexico,11/02/2013,$30K - $50K,1,4,1693,5793
,,,,,,11/02/2013 Total,,1,4,1693,5793
,,,,,,05/07/2013,$30K - $50K,1,2,6100,9716
,,,,,,05/07/2013 Total,,1,2,6100,9716
,,,,,Mexico Total,,,2,6,7793,15509
,,,,Zacatecas Total,,,,2,6,7793,15509
,,,Hidalgo Total,,,,,2,6,7793,15509
,,,Los Angeles,CA,USA,31/05/2012,$50K - $70K,1,3,2533,1929
,,,,,,31/05/2012 Total,,1,3,2533,1929
,,,,,,17/07/2012,$130K - $150K,1,3,2915,2498
,,,,,,17/07/2012 Total,,1,3,2915,2498
,,,,,,09/09/2012,$30K - $50K,1,6,5435,3139
,,,,,,09/09/2012 Total,,1,6,5435,3139
,,,,,,25/10/2012,$30K - $50K,1,5,3922,3694
,,,,,,25/10/2012 Total,,1,5,3922,3694
,,,,,,21/01/2013,$70K - $90K,1,5,1144,5240
,,,,,,21/01/2013 Total,,1,5,1144,5240
,,,,,,08/08/2013,$130K - $150K,1,4,5935,10639
,,,,,,08/08/2013 Total,,1,4,5935,10639
,,,,,,25/11/2013,$30K - $50K,1,4,5948,13606
,,,,,,25/11/2013 Total,,1,4,5948,13606
,,,,,USA Total,,,7,30,27832,40745
,,,,CA Total,,,,7,30,27832,40745
,,,Los Angeles Total,,,,,7,30,27832,40745
,,,Merida,Yucatan,Mexico,03/11/2013,$70K - $90K,1,2,7448,13028
,,,,,,03/11/2013 Total,,1,2,7448,13028
,,,,,Mexico Total,,,1,2,7448,13028
,,,,Yucatan Total,,,,1,2,7448,13028
,,,Merida Total,,,,,1,2,7448,13028
,,,Orizaba,Veracruz,Mexico,25/10/2013,$110K - $130K,1,5,7321,12748
